home_ranking,away_ranking,ranking_diff,home_form,away_form,form_diff,home_goals_avg,away_goals_avg,h2h_home_win_rate,h2h_draw_rate,h2h_away_win_rate,h2h_total,is_neutral,result
100,100,0,0.7,0.3,0.39999999999999997,3.1,2.0,0.4666666666666667,0.2,0.3333333333333333,15,0,2
100,100,0,0.8,0.2,0.6000000000000001,3.3,1.1,0.75,0.25,0.0,8,1,2
100,100,0,0.0,0.2,-0.2,0.5,1.4,0.0,0.0,1.0,1,1,0
100,100,0,0.0,0.1,-0.1,0.4,1.0,0.0,0.0,1.0,3,1,0
100,100,0,0.7,0.3,0.39999999999999997,2.8,1.6,0.375,0.125,0.5,16,0,2
100,100,0,0.9,0.2,0.7,3.5,1.3,0.9047619047619048,0.09523809523809523,0.0,21,1,1
100,100,0,0.3,0.0,0.3,1.8,0.5,0.33,0.33,0.33,0,1,2
100,100,0,0.8,0.2,0.6000000000000001,3.0,1.1,0.8571428571428571,0.0,0.14285714285714285,7,0,2
100,100,0,0.4,0.2,0.2,2.3,1.4,0.7777777777777778,0.1111111111111111,0.1111111111111111,9,1,1
100,100,0,0.2,0.0,0.2,1.1,0.5,1.0,0.0,0.0,2,1,2
100,100,0,0.3,0.2,0.09999999999999998,1.2,1.0,0.25,0.25,0.5,4,1,1
100,100,0,0.8,0.9,-0.09999999999999998,3.0,3.4,0.35714285714285715,0.22321428571428573,0.41964285714285715,112,0,2
100,100,0,0.3,0.0,0.3,1.0,0.5,1.0,0.0,0.0,3,0,2
100,100,0,0.5,0.3,0.2,2.5,1.1,1.0,0.0,0.0,2,1,2
100,100,0,0.5,0.3333333333333333,0.16666666666666669,2.9,1.7777777777777777,0.33,0.33,0.33,0,1,2
100,100,0,0.3,0.3,0.0,1.1,1.0,1.0,0.0,0.0,1,0,2
100,100,0,0.0,0.4,-0.4,0.8,1.4,0.0,0.0,1.0,3,1,0
100,100,0,0.3,0.6,-0.3,1.0,2.9,0.0,0.0,1.0,1,1,0
100,100,0,0.3,0.4,-0.10000000000000003,1.6,1.8,0.33,0.33,0.33,0,1,0
100,100,0,0.6,0.0,0.6,2.9,0.9,1.0,0.0,0.0,2,1,2
100,100,0,0.3,0.3,0.0,1.5,1.5,0.33,0.33,0.33,0,0,2
100,100,0,0.7,0.2,0.49999999999999994,3.3,1.1,0.33,0.33,0.33,0,1,2
100,100,0,0.7,0.4,0.29999999999999993,3.0,2.2,0.3888888888888889,0.16666666666666666,0.4444444444444444,18,1,2
100,100,0,0.3,0.0,0.3,0.8,1.0,0.5,0.5,0.0,2,1,1
100,100,0,0.4,0.7,-0.29999999999999993,1.7,3.8,0.0,0.13636363636363635,0.8636363636363636,22,0,1
